01001=AGAWAM, MA
80916=COLORADO SPRINGS, CO
80917=COLORADO SPRINGS, CO
80918=COLORADO SPRINGS, CO
80919=COLORADO SPRINGS, CO
80920=COLORADO SPRINGS, CO
80921=COLORADO SPRINGS, CO
80922=COLORADO SPRINGS, CO
80925=COLORADO SPRINGS, CO
80926=COLORADO SPRINGS, CO
80928=COLORADO SPRINGS, CO
80929=COLORADO SPRINGS, CO
80930=COLORADO SPRINGS, CO
81001=PUEBLO, CO
81003=PUEBLO, CO
81004=PUEBLO, CO
81005=PUEBLO, CO
81006=PUEBLO, CO
81007=PUEBLO WEST, CO
81008=PUEBLO, CO
81020=AGUILAR, CO
81021=ARLINGTON, CO
81022=NORTH AVONDALE, CO
81023=BEULAH, CO
81025=BOONE, CO
81026=BRANDON, CO
81027=BRANSON, CO
81028=BRISTOL, CO
81029=CAMPO, CO
81036=CHIVINGTON, CO
81039=FOWLER, CO
81040=FARISITA, CO
81041=GRANADA, CO
81043=HARTMAN, CO
81044=CADDOA, CO
81045=HASWELL, CO
81047=HOLLY, CO
81049=VILLEGREEN, CO
81050=TIMPAS, CO
81052=LAMAR, CO
81054=DEORA, CO
81055=CUCHARA, CO
81057=MC CLAVE, CO
81058=MANZANOLA, CO
81059=DELHI, CO
81062=OLNEY SPRINGS, CO
81063=ORDWAY, CO
81064=UTLEYVILLE, CO
81067=ROCKY FORD, CO
81069=RYE, CO
81071=TOWNER, CO
81073=SPRINGFIELD, CO
81076=SUGAR CITY, CO
81080=81080, CO
81081=TRINCHERA, CO
81082=JANSEN, CO
81084=LYCAN, CO
81087=VILAS, CO
81089=FARISTA, CO
81090=WALSH, CO
81091=WESTON, CO
81092=WILEY, CO
81101=ALAMOSA, CO
81120=ANTONITO, CO
81121=ARBOLES, CO
81122=BAYFIELD, CO
81123=BLANCA, CO
81125=CENTER, CO
81130=CREEDE, CO
81132=LA GARITA, CO
81133=FORT GARLAND, CO
81136=HOOPER, CO
81137=IGNACIO, CO
81140=LA JARA, CO
81143=MOFFAT, CO
81144=MONTE VISTA, CO
81146=MOSCA, CO
81147=PAGOSA SPRINGS, CO
81149=SAGUACHE, CO
81150=SAN ACACIO, CO
81151=SANFORD, CO
81152=MESITA, CO
81153=SAN PABLO, CO
81154=SOUTH FORK, CO
81155=VILLA GROVE, CO
81201=SALIDA, CO
81210=ALMONT, CO
81211=BUENA VISTA, CO
81212=CANON CITY, CO
81220=CIMARRON, CO
81224=CRESTED BUTTE, CO
81226=FLORENCE, CO
81228=GRANITE, CO
81230=GUNNISON, CO
81233=HOWARD, CO
81235=LAKE CITY, CO
81236=NATHROP, CO
81239=PARLIN, CO
81240=PENROSE, CO
81241=PITKIN, CO
81243=POWDERHORN, CO
81250=81250, CO
81251=TWIN LAKES, CO
81252=WESTCLIFFE, CO
81253=WETMORE, CO
81301=DURANGO, CO
81320=CAHONE, CO
81321=CORTEZ, CO
81323=DOLORES, CO
81324=DOVE CREEK, CO
81325=EGNAR, CO
81326=HESPERUS, CO
81327=LEWIS, CO
81328=MANCOS, CO
81331=PLEASANT VIEW, CO
81334=TOWAOC, CO
81335=YELLOW JACKET, CO
81401=MONTROSE, CO
81410=AUSTIN, CO
81411=BEDROCK, CO
81413=CEDAREDGE, CO
81415=CRAWFORD, CO
81416=DELTA, CO
81418=ECKERT, CO
81419=HOTCHKISS, CO
81422=NATURITA, CO
81423=NORWOOD, CO
81424=NUCLA, CO
81425=OLATHE, CO
81426=OPHIR, CO
81427=OURAY, CO
81428=PAONIA, CO
81430=PLACERVILLE, CO
81431=REDVALE, CO
81432=RIDGWAY, CO
81433=SILVERTON, CO
81434=SOMERSET, CO
81435=TELLURIDE, CO
81501=GRAND JUNCTION, CO
81503=GRAND JUNCTION, CO
81504=FRUITVALE, CO
81505=GRAND JUNCTION, CO
81506=GRAND JUNCTION, CO
81520=CLIFTON, CO
81521=FRUITA, CO
81522=GATEWAY, CO
81524=LOMA, CO
81525=MACK, CO
81526=PALISADE, CO
81527=WHITEWATER, CO
81601=GLENWOOD SPRINGS, CO
81610=DINOSAUR, CO
81611=ASPEN, CO
81621=BASALT, CO
81623=MARBLE, CO
81624=COLLBRAN, CO
81625=CRAIG, CO
81630=DE BEQUE, CO
81631=EAGLE, CO
81633=ELK SPRINGS, CO
81635=BATTLEMENT MESA, CO
81637=GYPSUM, CO
81638=HAMILTON, CO
81639=HAYDEN, CO
81640=MAYBELL, CO
81641=MEEKER, CO
81642=MEREDITH, CO
81643=MESA, CO
81647=NEW CASTLE, CO
81648=RANGELY, CO
81650=RIFLE, CO
81652=SILT, CO
81653=SLATER, CO
81654=SNOWMASS, CO
81657=VAIL, CO
82001=CHEYENNE, WY
82007=CHEYENNE, WY
82009=CHEYENNE, WY
82050=ALBIN, WY
82051=LARAMIE, WY
82052=BUFORD, WY
82053=BURNS, WY
82054=CARPENTER, WY
82055=CENTENNIAL, WY
82057=82057, WY
82058=GARRETT, WY
82063=JELM, WY
82070=LARAMIE, WY
82080=MC FADDEN, WY
82081=MERIDEN, WY
82082=PINE BLUFFS, WY
82083=ROCK RIVER, WY
82084=TIE SIDING, WY
82190=FISHING BRIDGE, WY
82201=WHEATLAND, WY
82210=CHUGWATER, WY
82212=FORT LARAMIE, WY
82213=GLENDO, WY
82214=GUERNSEY, WY
82215=HARTVILLE, WY
82217=HAWK SPRINGS, WY
82219=JAY EM, WY
82220=KEELINE, WY
82221=LAGRANGE, WY
82222=LANCE CREEK, WY
82223=LINGLE, WY
82224=LOST SPRINGS, WY
82225=LUSK, WY
82229=SHAWNEE, WY
82240=TORRINGTON, WY
82242=VAN TASSELL, WY
82243=VETERAN, WY
82244=YODER, WY
82301=RAWLINS, WY
82310=JEFFREY CITY, WY
82321=BAGGS, WY
82322=BAIROIL, WY
82323=DIXON, WY
82325=ENCAMPMENT, WY
82327=HANNA, WY
82329=MEDICINE BOW, WY
82331=RYAN PARK, WY
82332=SAVERY, WY
82334=SINCLAIR, WY
82336=WAMSUTTER, WY
82401=WORLAND, WY
82410=BASIN, WY
82411=BURLINGTON, WY
82414=CODY, WY
82421=DEAVER, WY
82426=GREYBULL, WY
82428=HYATTVILLE, WY
82431=LOVELL, WY
82432=MANDERSON, WY
82433=MEETEETSE, WY
82434=OTTO, WY
82435=POWELL, WY
82441=SHELL, WY
82442=TEN SLEEP, WY
82443=GRASS CREEK, WY
82450=WAPITI, WY
82501=GAS HILLS, WY
82510=ARAPAHOE, WY
82512=CROWHEART, WY
82513=DUBOIS, WY
82514=FORT WASHAKIE, WY
82516=KINNEAR, WY
82520=ETHETE, WY
82523=PAVILLION, WY
82601=CASPER, WY
82604=CASPER, WY
82609=CASPER, WY
82620=ALCOVA, WY
82630=ARMINTO, WY
82633=DOUGLAS, WY
82636=EVANSVILLE, WY
82637=GLENROCK, WY
82639=KAYCEE, WY
82642=LYSITE, WY
82643=MIDWEST, WY
82649=SHOSHONI, WY
82701=NEWCASTLE, WY
82710=ALADDIN, WY
82712=BEULAH, WY
82714=DEVILS TOWER, WY
82715=FOUR CORNERS, WY
82716=GILLETTE, WY
82720=HULETT, WY
82721=PINE HAVEN, WY
82723=OSAGE, WY
82724=OSHOTO, WY
82725=RECLUSE, WY
82727=ROZET, WY
82729=SUNDANCE, WY
82730=UPTON, WY
82731=GILLETTE, WY
82732=WRIGHT, WY
82801=SHERIDAN, WY
82831=ARVADA, WY
82832=BANNER, WY
82834=BUFFALO, WY
82835=CLEARMONT, WY
82836=DAYTON, WY
82838=PARKMAN, WY
82839=ACME, WY
82842=STORY, WY
82844=RANCHESTER, WY
82901=ROCK SPRINGS, WY
82922=BONDURANT, WY
82923=BOULDER, WY
82925=CORA, WY
82930=EVANSTON, WY
82933=FORT BRIDGER, WY
82935=GREEN RIVER, WY
82936=LONETREE, WY
82937=LYMAN, WY
82938=MC KINNON, WY
82941=PINEDALE, WY
83001=COLTER BAY, WY
83011=KELLY, WY
83012=MOOSE, WY
83013=MORAN, WY
83014=WILSON, WY
83101=KEMMERER, WY
83110=AFTON, WY
83111=AUBURN, WY
83112=BEDFORD, WY
83113=MARBLETON, WY
83114=COKEVILLE, WY
83115=DANIEL, WY
83118=ETNA, WY
83120=FREEDOM, WY
83122=GROVER, WY
83123=LA BARGE, WY
83126=SMOOT, WY
83127=THAYNE, WY
83201=POCATELLO, ID
83202=CHUBBUCK, ID
83203=FORT HALL, ID
83204=POCATELLO, ID
83210=STERLING, ID
83211=AMERICAN FALLS, ID
83212=ARBON, ID
83213=ARCO, ID
83214=ARIMO, ID
83217=BANCROFT, ID
83220=BERN, ID
83221=BLACKFOOT, ID
83226=CHALLIS, ID
83227=CLAYTON, ID
83228=CLIFTON, ID
83230=CONDA, ID
83231=DARLINGTON, ID
83232=DAYTON, ID
83234=DOWNEY, ID
83235=ELLIS, ID
83236=FIRTH, ID
83237=FRANKLIN, ID
83238=GENEVA, ID
83241=GRACE, ID
83243=HOLBROOK, ID
83245=INKOM, ID
83246=LAVA HOT SPRINGS, ID
83250=MC CAMMON, ID
83251=MACKAY, ID
83252=MALAD CITY, ID
83253=PATTERSON, ID
83254=MONTPELIER, ID
83255=MOORE, ID
83260=OVID, ID
83261=PARIS, ID
83262=PINGREE, ID
83263=PRESTON, ID
83271=ROCKLAND, ID
83272=SAINT CHARLES, ID
83274=SHELLEY, ID
83276=SODA SPRINGS, ID
83278=STANLEY, ID
83280=STONE, ID
83283=THATCHER, ID
83285=WAYAN, ID
83286=WESTON, ID
83287=FISH HAVEN, ID
83301=TWIN FALLS, ID
83302=ROGERSON, ID
83313=BELLEVUE, ID
83314=BLISS, ID
83316=BUHL, ID
83318=BURLEY, ID
83320=CAREY, ID
83321=CASTLEFORD, ID
83322=CORRAL, ID
83323=DECLO, ID
83324=DIETRICH, ID
83325=EDEN, ID
83326=ELBA, ID
83327=FAIRFIELD, ID
83328=FILER, ID
83330=GOODING, ID
83332=HAGERMAN, ID
83333=HAILEY, ID
83334=HANSEN, ID
83335=HAZELTON, ID
83336=HEYBURN, ID
83338=JEROME, ID
83340=OBSIDIAN, ID
83341=KIMBERLY, ID
83342=NAF, ID
83343=MINIDOKA, ID
83344=MURTAUGH, ID
83346=OAKLEY, ID
83347=PAUL, ID
83348=PICABO, ID
83349=RICHFIELD, ID
83350=ACEQUIA, ID
83352=SHOSHONE, ID
83355=WENDELL, ID
83401=AMMON, ID
83402=IDAHO FALLS, ID
83404=IDAHO FALLS, ID
83406=IDAHO FALLS, ID
83420=ASHTON, ID
83422=DRIGGS, ID
83423=DUBOIS, ID
83424=FELT, ID
83425=HAMER, ID
83427=IONA, ID
83429=ISLAND PARK, ID
83431=LEWISVILLE, ID
83434=MENAN, ID
83435=MONTEVIEW, ID
83436=NEWDALE, ID
83440=REXBURG, ID
83442=RIGBY, ID
83443=RIRIE, ID
83444=ROBERTS, ID
83445=SAINT ANTHONY, ID
83446=SPENCER, ID
83448=SUGAR CITY, ID
83449=SWAN VALLEY, ID
83450=TERRETON, ID
83451=TETON, ID
83452=TETONIA, ID
83455=VICTOR, ID
83462=CARMEN, ID
83463=GIBBONSVILLE, ID
83464=LEADORE, ID
83466=NORTH FORK, ID
83467=SALMON, ID
83469=SHOUP, ID
83501=SOUTH GATE PLAZA, ID
83520=AHSAHKA, ID
83522=COTTONWOOD, ID
83523=CRAIGMONT, ID
83524=CULDESAC, ID
83525=DIXIE, ID
83526=FERDINAND, ID
83530=GRANGEVILLE, ID
83533=GREENCREEK, ID
83535=JULIAETTA, ID
83536=KAMIAH, ID
83537=KENDRICK, ID
83538=KEUTERVILLE, ID
83539=CLEARWATER, ID
83540=LAPWAI, ID
83541=LENORE, ID
83542=LUCILE, ID
83543=NEZPERCE, ID
83544=OROFINO, ID
83545=PECK, ID
83546=PIERCE, ID
83547=POLLOCK, ID
83548=REUBENS, ID
83549=RIGGINS, ID
83553=WEIPPE, ID
83554=WHITE BIRD, ID
83555=WINCHESTER, ID
83601=ATLANTA, ID
83602=BANKS, ID
83604=GRASMERE, ID
83605=CALDWELL, ID
83610=CAMBRIDGE, ID
83611=WEST MOUNTAIN, ID
83612=COUNCIL, ID
83615=DONNELLY, ID
83616=EAGLE, ID
83617=MONTOUR, ID
83619=FRUITLAND, ID
83622=GARDEN VALLEY, ID
83623=GLENNS FERRY, ID
83624=GRAND VIEW, ID
83627=HAMMETT, ID
83628=HOMEDALE, ID
83629=HORSESHOE BEND, ID
83631=IDAHO CITY, ID
83632=INDIAN VALLEY, ID
83633=KING HILL, ID
83634=KUNA, ID
83636=LETHA, ID
83637=LOWMAN, ID
83638=MC CALL, ID
83639=MARSING, ID
83641=MELBA, ID
83642=MERIDIAN, ID
83643=MESA, ID
83644=MIDDLETON, ID
83645=MIDVALE, ID
83647=MOUNTAIN HOME, ID
83648=MOUNTAIN HOME A, ID
83650=OREANA, ID
83651=NAMPA, ID
83654=NEW MEADOWS, ID
83655=NEW PLYMOUTH, ID
83657=OLA, ID
83660=PARMA, ID
83661=PAYETTE, ID
83669=STAR, ID
83670=SWEET, ID
83672=WEISER, ID
83676=WILDER, ID
83677=YELLOW PINE, ID
83686=NAMPA, ID
83687=NAMPA, ID
83702=BOISE, ID
83703=BOISE, ID
83704=BOISE, ID
83705=BOISE, ID
83706=BOISE, ID
83709=BOISE, ID
83712=BOISE, ID
83714=GARDEN CITY, ID
83801=ATHOL, ID
83802=AVERY, ID
83803=BAYVIEW, ID
83804=BLANCHARD, ID
83805=BONNERS FERRY, ID
83808=CALDER, ID
83809=CAREYWOOD, ID
83810=CATALDO, ID
83811=CLARK FORK, ID
83812=CLARKIA, ID
83813=COCOLALLA, ID
83814=COEUR D ALENE, ID
83821=COOLIN, ID
83822=OLD TOWN, ID
83823=DEARY, ID
83824=DESMET, ID
83827=ELK RIVER, ID
83830=FERNWOOD, ID
83832=GENESEE, ID
83833=HARRISON, ID
83834=HARVARD, ID
83835=HAYDEN LAKE, ID
83836=HOPE, ID
83837=KELLOGG, ID
83839=KINGSTON, ID
83842=MEDIMONT, ID
83843=MOSCOW, ID
83845=MOYIE SPRINGS, ID
83846=MULLAN, ID
83847=NAPLES, ID
83848=NORDMAN, ID
83850=PINEHURST, ID
83851=PLUMMER, ID
83853=PORTHILL, ID
83854=POST FALLS, ID
83855=POTLATCH, ID
83856=PRIEST RIVER, ID
83857=PRINCETON, ID
83858=RATHDRUM, ID
83860=SAGLE, ID
83861=SAINT MARIES, ID
83864=SANDPOINT, ID
83868=SMELTERVILLE, ID
83869=SPIRIT LAKE, ID
83870=TENSED, ID
83871=TROY, ID
83872=VIOLA, ID
83873=WALLACE, ID
83876=WORLEY, ID
84001=ALTAMONT, UT
84002=ALTONAH, UT
84003=AMERICAN FORK, UT
84004=ALPINE, UT
84006=BINGHAM CANYON, UT
84007=BLUEBELL, UT
84010=BOUNTIFUL, UT
84012=BRIDGELAND, UT
84013=CEDAR VALLEY, UT
84014=CENTERVILLE, UT
84015=CLEARFIELD, UT
84017=COALVILLE, UT
84018=CROYDON, UT
84020=DRAPER, UT
84021=DUCHESNE, UT
84022=DUGWAY, UT
84023=DUTCH JOHN, UT
84025=FARMINGTON, UT
84026=FORT DUCHESNE, UT
84028=GARDEN CITY, UT
84029=GRANTSVILLE, UT
84031=HANNA, UT
84032=HEBER CITY, UT
84035=JENSEN, UT
84036=KAMAS, UT
84037=KAYSVILLE, UT
84038=LAKETOWN, UT
84039=LAPOINT, UT
84040=LAYTON, UT
84041=LAYTON, UT
84042=LINDON, UT
84043=LEHI, UT
84044=MAGNA, UT
84046=MANILA, UT
84047=MIDVALE, UT
84049=MIDWAY, UT
84050=MORGAN, UT
84051=MOUNTAIN HOME, UT
84052=MYTON, UT
84053=NEOLA, UT
84054=NORTH SALT LAKE, UT
84056=HILL AIR FORCE B, UT
84057=OREM, UT
84058=VINEYARD, UT
84060=PARK CITY, UT
84061=PEOA, UT
84062=PLEASANT GROVE, UT
84063=RANDLETT, UT
84064=RANDOLPH, UT
84065=LARK, UT
84066=ROOSEVELT, UT
84067=ROY, UT
84069=RUSH VALLEY, UT
84070=SANDY, UT
84071=STOCKTON, UT
84072=TABIONA, UT
84073=TALMAGE, UT
84074=TOOELE, UT
84075=SYRACUSE, UT
84076=TRIDELL, UT
84078=VERNAL, UT
84080=VERNON, UT
84082=WALLSBURG, UT
84083=TROUT CREEK, UT
84084=WEST JORDAN, UT
84085=WHITEROCKS, UT
84086=WOODRUFF, UT
84087=WOODS CROSS, UT
84088=WEST JORDAN, UT
84092=ALTA, UT
84093=SANDY, UT
84094=SANDY, UT
84101=SALT LAKE CITY, UT
84102=SALT LAKE CITY, UT
84103=SALT LAKE CITY, UT
84104=SALT LAKE CITY, UT
84105=SALT LAKE CITY, UT
84106=SALT LAKE CITY, UT
84107=MURRAY, UT
84108=SALT LAKE CITY, UT
84109=SALT LAKE CITY, UT
84111=SALT LAKE CITY, UT
84112=SALT LAKE CITY, UT
84113=SALT LAKE CITY, UT
84115=SOUTH SALT LAKE, UT
84116=SALT LAKE CITY, UT
84117=HOLLADAY, UT
84118=KEARNS, UT
84119=WEST VALLEY CITY, UT
84120=WEST VALLEY CITY, UT
84121=COTTONWOOD, UT
84123=MURRAY, UT
84124=HOLLADAY, UT
84302=BRIGHAM CITY, UT
84305=CLARKSTON, UT
84306=COLLINSTON, UT
84307=CORINNE, UT
84308=CORNISH, UT
84309=DEWEYVILLE, UT
84310=EDEN, UT
84311=FIELDING, UT
84312=GARLAND, UT
84313=GROUSE CREEK, UT
84314=HONEYVILLE, UT
84315=HOOPER, UT
84317=HUNTSVILLE, UT
84319=HYRUM, UT
84320=LEWISTON, UT
84321=LOGAN, UT
84324=MANTUA, UT
84325=MENDON, UT
84328=PARADISE, UT
84329=PARK VALLEY, UT
84332=PROVIDENCE, UT
84333=RICHMOND, UT
84335=SMITHFIELD, UT
84336=SNOWVILLE, UT
84337=TREMONTON, UT
84338=TRENTON, UT
84339=WELLSVILLE, UT
84340=WILLARD, UT
84401=OGDEN, UT
84403=OGDEN, UT
84404=OGDEN, UT
84405=OGDEN, UT
84414=OGDEN, UT
84501=PRICE, UT
84510=ANETH, UT
84511=BLANDING, UT
84520=EAST CARBON, UT
84523=FERRON, UT
84525=GREEN RIVER, UT
84526=HELPER, UT
84528=HUNTINGTON, UT
84531=MEXICAN HAT, UT
84532=MOAB, UT
84533=BULLFROG, UT
84535=MONTICELLO, UT
84536=MONUMENT VALLEY, UT
84540=THOMPSON, UT
84542=WELLINGTON, UT
84601=PROVO, UT
84604=PROVO, UT
84606=PROVO, UT
84621=AXTELL, UT
84622=CENTERFIELD, UT
84624=DELTA, UT
84627=EPHRAIM, UT
84628=EUREKA, UT
84629=FAIRVIEW, UT
84630=FAYETTE, UT
84631=FILLMORE, UT
84634=GUNNISON, UT
84635=HINCKLEY, UT
84642=MANTI, UT
84645=MONA, UT
84647=MOUNT PLEASANT, UT
84648=NEPHI, UT
84650=OASIS, UT
84651=PAYSON, UT
84653=WOODLAND HILLS, UT
84654=SALINA, UT
84655=GENOLA, UT
84660=SPANISH FORK, UT
84663=SPRINGVILLE, UT
84664=MAPLETON, UT
84701=VENICE, UT
84710=ALTON, UT
84712=ANTIMONY, UT
84713=BEAVER, UT
84714=BERYL, UT
84716=BOULDER, UT
84717=BRYCE CANYON, UT
84719=BRIAN HEAD, UT
84720=PINTURA, UT
84722=CENTRAL, UT
84726=ESCALANTE, UT
84728=GARRISON, UT
84729=GLENDALE, UT
84731=GREENVILLE, UT
84734=HANKSVILLE, UT
84737=HURRICANE, UT
84739=JOSEPH, UT
84741=BIG WATER, UT
84743=KINGSTON, UT
84747=FREMONT, UT
84750=MARYSVALE, UT
84751=MILFORD, UT
84753=MODENA, UT
84754=AUSTIN, UT
84755=MOUNT CARMEL, UT
84756=NEWCASTLE, UT
84758=ORDERVILLE, UT
84759=PANGUITCH, UT
84760=PARAGONAH, UT
84761=PAROWAN, UT
84766=SEVIER, UT
84770=ST GEORGE, UT
84772=SUMMIT, UT
84773=TEASDALE, UT
84775=TORREY, UT
84780=WASHINGTON, UT
84781=PINE VALLEY, UT
84782=VEYO, UT
84783=DAMMERON VALLEY, UT
85003=PHOENIX, AZ
85004=PHOENIX, AZ
85006=PHOENIX, AZ
85007=PHOENIX, AZ
85008=PHOENIX, AZ
85009=PHOENIX, AZ
85012=PHOENIX, AZ
85013=PHOENIX, AZ
85014=PHOENIX, AZ
85015=PHOENIX, AZ
85016=PHOENIX, AZ
85017=PHOENIX, AZ
85018=PHOENIX, AZ
85019=PHOENIX, AZ
85020=PHOENIX, AZ
85021=PHOENIX, AZ
85022=PHOENIX, AZ
85023=PHOENIX, AZ
85024=PHOENIX, AZ
85027=NEW RIVER STAGE, AZ
85028=PHOENIX, AZ
85029=PHOENIX, AZ
85031=PHOENIX, AZ
85032=PHOENIX, AZ
85033=PHOENIX, AZ
85034=PHOENIX, AZ
85035=PHOENIX, AZ
85037=PHOENIX, AZ
85039=PHOENIX, AZ
85040=PHOENIX, AZ
85041=PHOENIX, AZ
85043=PHOENIX, AZ
85044=PHOENIX, AZ
85051=PHOENIX, AZ
85201=MESA, AZ
85202=MESA, AZ
85203=MESA, AZ
85204=MESA, AZ
85205=MESA, AZ
85206=MESA, AZ
85207=MESA, AZ
85208=MESA, AZ
85210=MESA, AZ
85213=MESA, AZ
85219=GOLD CANYON, AZ
85220=APACHE JUNCTION, AZ
85222=ELEVEN MILE CORN, AZ
85224=CHANDLER, AZ
85225=CHANDLER, AZ
85226=CHANDLER, AZ
85228=COOLIDGE, AZ
85231=ELOY, AZ
85232=FLORENCE, AZ
85234=GILBERT, AZ
85236=HIGLEY, AZ
85237=KEARNY, AZ
85239=MOBILE, AZ
85240=WILLIAMS AFB, AZ
85242=ARIZONA BOYS RAN, AZ
85247=SACATON, AZ
85248=SUN LAKES, AZ
85249=CHANDLER, AZ
85250=SCOTTSDALE, AZ
85251=SCOTTSDALE, AZ
85253=PARADISE VALLEY, AZ
85254=SCOTTSDALE, AZ
85255=SCOTTSDALE, AZ
85256=SCOTTSDALE, AZ
85257=SCOTTSDALE, AZ
85258=SCOTTSDALE, AZ
85259=SCOTTSDALE, AZ
85260=SCOTTSDALE, AZ
85262=SCOTTSDALE, AZ
85264=FORT MCDOWELL, AZ
85268=FOUNTAIN HILLS, AZ
85272=STANFIELD, AZ
85273=SUPERIOR, AZ
85281=TEMPE, AZ
85282=TEMPE, AZ
85283=TEMPE, AZ
85284=TEMPE, AZ
85292=WINKELMAN, AZ
85301=GLENDALE, AZ
85302=GLENDALE, AZ
85303=GLENDALE, AZ
85304=GLENDALE, AZ
85305=GLENDALE, AZ
85306=GLENDALE, AZ
85307=LUKE AFB, AZ
85308=GLENDALE, AZ
85309=LUKE AFB, AZ
85310=GLENDALE, AZ
85321=WHY, AZ
85322=ARLINGTON, AZ
85323=AVONDALE, AZ
85324=ROCK SPRINGS, AZ
85326=BUCKEYE, AZ
85328=CIBOLA, AZ
85331=CAVE CREEK, AZ
85332=CONGRESS, AZ
85333=DATELAND, AZ
85335=EL MIRAGE, AZ
85337=GILA BEND, AZ
85338=GOODYEAR, AZ
85339=LAVEEN, AZ
85340=LITCHFIELD PARK, AZ
85342=MORRISTOWN, AZ
85343=PALO VERDE, AZ
85344=EMPIRE LANDING, AZ
85345=PEORIA, AZ
85347=ROLL, AZ
85348=SALOME, AZ
85350=SOMERTON, AZ
85351=SUN CITY, AZ
85353=TOLLESON, AZ
85354=TONOPAH, AZ
85355=WADDELL, AZ
85356=WELLTON, AZ
85361=WITTMANN, AZ
85362=YARNELL, AZ
85363=YOUNGTOWN, AZ
85364=YUMA, AZ
85365=YUMA PROVING GRO, AZ
85373=SUN CITY, AZ
85374=SURPRISE, AZ
85375=SUN CITY WEST, AZ
85381=PEORIA, AZ
85382=PEORIA, AZ
85390=WICKENBURG, AZ
85501=GLOBE, AZ
85530=BYLAS, AZ
85533=CLIFTON, AZ
85534=FRANKLIN, AZ
85535=EDEN, AZ
85539=MIAMI, AZ
85540=MORENCI, AZ
85541=PAYSON, AZ
85542=PERIDOT, AZ
85543=PIMA, AZ
85544=STRAWBERRY, AZ
85545=ROOSEVELT, AZ
85546=SAFFORD, AZ
85550=SAN CARLOS, AZ
85552=THATCHER, AZ
85602=BENSON, AZ
85603=BISBEE, AZ
85606=COCHISE, AZ
85607=DOUGLAS, AZ
85610=ELFRIDA, AZ
85611=ELGIN, AZ
85613=FORT HUACHUCA, AZ
85614=GREEN VALLEY, AZ
85615=HEREFORD, AZ
85616=HUACHUCA CITY, AZ
85617=MC NEAL, AZ
85618=MAMMOTH, AZ
85621=NOGALES, AZ
85623=ORACLE, AZ
85624=PATAGONIA, AZ
85625=PEARCE, AZ
85629=SAHUARITA, AZ
85630=SAINT DAVID, AZ
85631=SAN MANUEL, AZ
85632=PORTAL, AZ
85634=PISINEMO, AZ
85635=SIERRA VISTA, AZ
85637=SONOITA, AZ
85638=TOMBSTONE, AZ
85640=AMADO, AZ
85641=VAIL, AZ
85643=WILLCOX, AZ
85645=AMADO, AZ
85653=MARANA, AZ
85701=TUCSON, AZ
85704=CASAS ADOBES, AZ
85705=TUCSON, AZ
85706=TUCSON, AZ
85708=TUCSON, AZ
85710=TUCSON, AZ
85711=TUCSON, AZ
85712=TUCSON, AZ
85713=TUCSON, AZ
85714=TUCSON, AZ
85715=TUCSON, AZ
85716=TUCSON, AZ
85718=TUCSON, AZ
85719=TUCSON, AZ
85730=TUCSON, AZ
85735=TUCSON, AZ
85736=TUCSON, AZ
85737=ORO VALLEY, AZ
85741=TUCSON, AZ
85743=TUCSON, AZ
85745=TUCSON, AZ
85746=TUCSON, AZ
85747=TUCSON, AZ
85748=TUCSON, AZ
85749=TUCSON, AZ
85901=SHOW LOW, AZ
85920=ALPINE, AZ
85922=BLUE, AZ
85924=CONCHO, AZ
85925=EAGAR, AZ
85928=HEBER, AZ
85929=LAKESIDE, AZ
85935=PINETOP, AZ
85936=SAINT JOHNS, AZ
85937=SNOWFLAKE, AZ
85938=SPRINGERVILLE, AZ
86001=FLAGSTAFF, AZ
86004=FLAGSTAFF, AZ
86021=COLORADO CITY, AZ
86022=FREDONIA, AZ
86025=HOLBROOK, AZ
86030=HOTEVILLA, AZ
86033=KAYENTA, AZ
86034=KEAMS CANYON, AZ
86035=LEUPP, AZ
86036=MARBLE CANYON, AZ
86038=MORMON LAKE, AZ
86039=KYKOTSMOVI VILLA, AZ
86040=GREENEHAVEN, AZ
86042=POLACCA, AZ
86043=SECOND MESA, AZ
86044=TONALEA, AZ
86045=TUBA CITY, AZ
86046=WILLIAMS, AZ
86047=WINSLOW, AZ
86053=KAIBITO, AZ
86054=SHONTO, AZ
86301=PRESCOTT, AZ
86303=GROOM CREEK, AZ
86314=PRESCOTT VALLEY, AZ
86320=ASH FORK, AZ
86321=BAGDAD, AZ
86322=CAMP VERDE, AZ
86323=CHINO VALLEY, AZ
86324=CLARKDALE, AZ
86325=CORNVILLE, AZ
86326=COTTONWOOD, AZ
86327=DEWEY, AZ
86332=KIRKLAND, AZ
86333=MAYER, AZ
86334=PAULDEN, AZ
86335=RIMROCK, AZ
86336=SEDONA, AZ
86337=SELIGMAN, AZ
86343=CROWN KING, AZ
86401=KINGMAN, AZ
86403=DESERT HILLS, AZ
86412=HUALAPAI, AZ
86430=BULLHEAD CITY, AZ
86432=LITTLEFIELD, AZ
86434=PEACH SPRINGS, AZ
86435=SUPAI, AZ
86436=TOPOCK, AZ
86440=MOHAVE VALLEY, AZ
86441=DOLAN SPRINGS, AZ
86442=BULLHEAD CITY, AZ
86444=MEADVIEW, AZ
86502=CHAMBERS, AZ
86503=CHINLE, AZ
86505=GANADO, AZ
86507=LUKACHUKAI, AZ
86509=NAVAJO, AZ
86510=PINON, AZ
